City,County,id,DateAdded,Price,Exterior color,Bedrooms,Bathrooms,Floors,waterfront,View,Condition,Grade,Sqft_living,Sqft_lot,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,timedelta,Country,Country-ISO,Full-State,State,lat,long,NeighborhoodName,ZipCode
Boligee,Greene,3723800086,2014-06-24,665000,black,6,2,1,False,0,5,8,2840,8346,1420,1420,1961,0,8.292587868113426,USA,USA,Alabama,AL,32.774646000000004,-88.026652,,44070
Gapville,,9818700215,2015-03-30,464000,black,5,2,1,False,0,3,6,2000,3000,1200,800,1931,0,-1.150479676782407,USA,USA,Kentucky,KY,37.63,-82.95916700000001,,48310
Akron,Hale,8815400735,2014-05-29,680000,gray,3,2,1,False,2,5,7,2330,4000,1520,810,1927,0,8.849154824745371,USA,USA,Alabama,AL,32.872354,-87.708558,,20772
Toronto,,6306100190,2014-05-21,220000,white,4,2,2,False,0,3,7,2160,8005,2160,0,1993,0,9.507006616597225,Canada,CAN,,,49.43351,-83.91656,Waboose Creek,K1E 0E4
Halifax,,629650380,2015-01-23,255000,white,4,2,2,False,0,3,7,1660,6724,1660,0,2009,0,5.814635406099538,Canada,CAN,,,44.022659999999995,-65.38645,Berry Lake,H7X 0X9
Enoree,Spartanburg,3288200470,2015-02-04,485000,yelow,3,1,1,False,0,4,7,1950,10080,1950,0,1967,0,4.4385234169328704,USA,USA,South Carolina,SC,34.670952,-81.92373,,37055
Berlin,,7490000040,2014-07-18,2535000,white,5,3,1,False,4,4,10,3730,10626,3730,0,1963,0,7.458335684247683,Germany,DEU,,,51.524390000000004,11.961910000000001,Bahnhof Halle-Trotha,30044
Toronto,,2856102105,2014-06-10,1059500,Null,5,3,2,False,0,3,9,3230,3825,2480,750,2014,0,8.31925105931713,Canada,CAN,,,48.5668,-86.28321,Picture Island,G5V 4K4
Wise,Wise,2708100130,2015-05-03,550000,yelow,2,1,1,False,0,4,7,1070,3000,870,200,1926,0,7.803664611678242,USA,USA,Virginia,VA,36.975,-82.594679,,30236
Toronto,,726059047,2014-12-16,310000,light pink,1,1,1,False,0,3,6,920,8282,920,0,1944,1980,7.245659125717593,Canada,CAN,,,45.35368,-73.27636,Parc Benoît-Tremblay,S4H 0S7
St_Johns,,8691420050,2014-11-07,855000,white,4,3,2,False,0,3,10,3460,7702,3460,0,2010,0,8.275809236666666,Canada,CAN,,,50.35974,-57.53435,Table Point Ecological Reserve,V1A 9V4
Berlin,,8567300270,2014-08-18,446000,light pink,4,2,1,False,0,3,7,2280,43692,1140,1140,1957,1984,10.15266575304398,Germany,DEU,,,48.98467,12.63713,Au,23857
Berlin,,1924069105,2014-10-17,450000,blue,3,1,1,False,1,3,8,3150,9258,2370,780,1970,0,-2.781481987951389,Germany,DEU,,,47.852920000000005,7.85394,Unterneuhof,12380
St_Johns,,3023069166,2014-07-08,1135250,gray,5,4,2,False,0,3,11,7320,217800,7320,0,1992,0,2.913942875578704,Canada,CAN,,,47.44995,-55.78163000000001,Eastern Rock,N5L 3E4
Berlin,,2824059043,2014-07-22,481000,yelow,3,2,1,False,0,5,7,2290,14810,1400,890,1967,0,5.169851358402778,Germany,DEU,,,50.72773,11.78533,Weltwitz,60807
Toronto,,7974200777,2014-11-18,531000,light gray,2,1,1,False,0,4,7,1260,6660,1260,0,1926,0,-1.0381295839351852,Canada,CAN,,,49.39283,-68.45725999999999,Lac de Gauche,J5A 0A4
Union Church,Jefferson,2124049160,2015-04-16,440000,light pink,6,3,1,False,0,4,7,2510,5310,1460,1050,1944,0,5.501631732025462,USA,USA,Mississippi,MS,31.710473999999998,-90.82592199999999,,11572
Halifax,,1919800090,2014-12-15,625000,white,4,1,1,False,0,4,7,2410,6770,1220,1190,1924,0,8.473008150659721,Canada,CAN,,,44.49715,-65.10168,Perch Lake,G3H 3H9
Zumbrota,Goodhue,6054650070,2014-10-07,400000,pink,3,1,1,False,0,4,7,1370,9680,1370,0,1977,0,-1.067432696666667,USA,USA,Minnesota,MN,44.303179,-92.671863,,48867
Land O Lakes,Pasco,1922059278,2015-03-05,255000,pink,3,1,1,False,0,3,7,1010,11880,1010,0,1960,0,-0.3966071955902778,USA,USA,Florida,FL,28.2682,-82.465,,54901
Berlin,,4013200145,2014-11-07,429000,yelow,3,1,1,False,0,4,7,1540,37950,1090,450,1959,0,0.6373507003240741,Germany,DEU,,,51.096140000000005,13.224839999999999,Neuwettersdorf,79383
Edmonton,,4222310010,2015-04-20,267950,gray,4,1,1,False,0,4,6,1730,7350,1730,0,1970,0,7.924042058923613,Canada,CAN,,,53.533409999999996,-116.8856,Galloway,T9X 8V4
Brogue,York,3395041236,2014-10-23,300000,white,3,2,2,False,0,3,7,1800,3253,1800,0,2001,0,-0.8710441552199073,USA,USA,Pennsylvania,PA,39.883044,-76.488236,,18301
Richmond,Fort Bend,2621760350,2014-10-15,325000,light pink,4,2,2,False,0,3,8,1850,7324,1850,0,1997,0,7.714285846226853,USA,USA,Texas,TX,29.581944,-95.76055600000001,,30906
Toronto,,1112630130,2015-02-20,429900,white,4,3,2,False,0,3,8,2880,5929,2880,0,2014,0,8.528348618796297,Canada,CAN,,,43.78379,-79.86681999999999,Campbells Cross,G5T 2X8
Stratton,Kit Carson,1402810150,2015-03-10,315500,black,3,2,1,False,0,3,7,1160,10079,1160,0,1986,0,-2.9139592609027787,USA,USA,Colorado,CO,39.308733000000004,-102.597928,,41051
Wakarusa,Elkhart,1105000229,2014-09-19,285000,light pink,5,3,2,False,0,3,7,2110,5260,1670,440,2002,0,-0.9789286145138888,USA,USA,Indiana,IN,41.540073,-86.020524,,30680
Albany,Dougherty,1062100085,2014-11-13,350000,gray,2,1,1,False,0,3,7,940,5000,940,0,1950,0,9.024704713587962,USA,USA,Georgia,GA,31.567783000000002,-84.161923,,60056
Mount Hermon,Washington,1446800511,2014-10-09,249950,light gray,4,1,1,False,0,3,6,1330,7980,1330,0,1952,0,9.40405761300926,USA,USA,Louisiana,LA,30.953619,-90.276886,,94043
Waverly,Bremer,5104510240,2014-05-19,339000,light pink,4,2,2,False,0,3,7,1830,8601,1830,0,2003,0,-1.7171958362962958,USA,USA,Iowa,IA,42.737307,-92.466199,,07621
Lebam,Pacific,7942601895,2014-08-19,640000,light pink,3,2,1,False,0,3,8,2160,4000,1960,200,1903,2013,1.336591730324074,USA,USA,Washington,WA,46.559166999999995,-123.54777800000001,,21227
Fulton,Callaway,3790600080,2015-04-08,434975,light pink,3,2,1,False,0,3,7,1590,9960,1060,530,1976,0,6.984719397997685,USA,USA,Missouri,MO,38.851821,-91.96055,,48446
Vancouver,,458000065,2014-09-23,542000,Null,4,2,1,False,0,4,7,2020,3440,1480,540,1928,0,2.1495659548611106,Canada,CAN,,,53.51393,-130.10859,Headwind Point,S3N 1H0
Kennedy,Chautauqua,6121000110,2014-06-03,193000,yelow,3,1,1,False,0,3,7,1180,9048,1180,0,1960,0,8.210952407928241,USA,USA,New York,NY,42.150776,-79.096416,,24012
Yellowknife,,2581900235,2014-11-10,1075000,,4,2,2,False,1,4,8,2580,8100,1780,800,1964,0,-0.6240660280324074,Canada,CAN,,,62.53357,-112.91788999999999,Consolation Lake,N4G 1R5
Edmonton,,2141330360,2014-07-29,625000,Null,4,2,2,False,0,4,8,2100,8290,2100,0,1978,0,3.6455167872916663,Canada,CAN,,,53.513059999999996,-113.24,Wyeclif,V9M 5V4
Whitehorse,,8091670200,2014-10-22,408000,white,3,2,2,False,0,3,8,2670,4800,2670,0,2014,0,8.110607403958333,Canada,CAN,,,60.949290000000005,-140.96108999999998,Mount British Columbia,B4R 2T2
Lyman,Scotts Bluff,9274200314,2014-08-21,568000,white,3,2,3,False,0,3,8,1740,1279,1740,0,2008,0,-2.5308418856365744,USA,USA,Nebraska,NE,41.891765,-104.006569,,11758
Gaysville,Windsor,2422029094,2014-07-16,517534,black,2,1,1,False,0,3,5,833,143947,833,0,2006,0,8.734175917407407,USA,USA,Vermont,VT,43.752912,-72.731149,,28078
Vanceboro,Craven,7980900011,2015-04-27,412450,white,3,2,1,False,0,3,8,1910,13505,1910,0,1955,0,-2.9629999342245372,USA,USA,North Carolina,NC,35.306255,-77.17161800000001,,30605
Toronto,,3630200780,2014-05-22,1051000,light gray,4,3,2,False,0,3,10,3860,5474,3860,0,2007,0,10.73973255365741,Canada,CAN,,,49.033390000000004,-66.69883,Le Plaqué-des-Landry,L1E 2M1
Hartsburg,Logan,869700320,2014-08-06,300000,black,3,2,2,False,0,3,8,1260,3855,1260,0,1999,0,9.028277643310183,USA,USA,Illinois,IL,40.245073,-89.451944,,22601
Wiconisco,Dauphin,3856904560,2014-11-25,562000,gray,4,1,1,False,0,3,7,2060,4080,1460,600,1922,1996,1.064476975613426,USA,USA,Pennsylvania,PA,40.567510999999996,-76.70908399999999,,33445
Waring,Kendall,5029450160,2014-08-15,222000,white,3,2,1,False,0,4,7,1440,7187,970,470,1981,0,0.2477342162615741,USA,USA,Texas,TX,29.950556,-98.802778,,60435
Cicero,Cook,5014600240,2014-08-14,682000,light gray,5,2,2,False,0,3,9,2760,5000,2760,0,2005,0,2.1157837422337957,USA,USA,Illinois,IL,41.845556,-87.753889,,37160
Toronto,,110000040,2015-03-17,278000,yelow,5,1,1,False,0,5,7,1820,8712,1090,730,1960,0,2.014210535335648,Canada,CAN,,,47.82778,-77.09861,Lac des Agarics,B4N 4R8
Cedarville,Stephenson,662310900,2015-02-20,350000,yelow,3,2,2,False,0,3,9,2730,7372,2730,0,1998,0,7.49962743630787,USA,USA,Illinois,IL,42.375833,-89.63305600000001,,11373
Omega,Kingfisher,1868901190,2014-08-07,650000,yelow,4,2,3,False,0,3,8,2100,2500,2100,0,2001,0,0.2717340150694444,USA,USA,Oklahoma,OK,35.850653,-98.18634399999999,,48180
Chilcoot,Plumas,323089134,2014-09-30,350000,yelow,3,1,1,False,0,4,6,1300,10236,1300,0,1971,0,-2.437156436481482,USA,USA,California,CA,39.805683,-120.17521200000002,,30019
Toronto,,1946000100,2015-02-04,467000,gray,4,2,2,False,0,3,8,2170,5024,2170,0,2012,0,8.420724230324074,Canada,CAN,,,51.82183,-67.79523,Barrage de la Hart-Jaune,J1N 2A7
,,2624049185,2014-09-09,405000,white,3,1,1,False,0,3,7,1760,5355,1160,600,1956,0,0.1008246060416667,USA,USA,,,38.465229,-77.817031,,43147
Edmonton,,3764500230,2014-08-21,661000,gray,3,2,2,False,0,4,8,1820,4418,1820,0,1994,0,0.4225012768634259,Canada,CAN,,,51.18294,-115.56388999999999,Delta Banff Royal Canadian Lodge Delta Room Preview,V9G 3G7
Toronto,,1760650500,2015-01-29,332000,white,4,2,2,False,0,3,7,2300,4482,2300,0,2013,0,6.18993898787037,Canada,CAN,,,51.07199,-69.14336,Lac du Bois de Flambette,G5T 9R0
Altamahaw,Alamance,8929000130,2014-07-08,357562,pink,2,1,2,False,0,3,8,1210,1032,1210,0,2014,0,-1.452377439363426,USA,USA,North Carolina,NC,36.184166999999995,-79.5075,,15108
Kenilworth,Carbon,8856960050,2014-07-24,318400,light gray,4,2,2,False,0,3,7,1820,6916,1820,0,1994,0,9.116546940532407,USA,USA,Utah,UT,39.688333,-110.805,,98837
Berlin,,2739200160,2014-06-12,333000,yelow,4,2,1,False,0,4,6,1910,9244,1910,0,1963,0,3.260002452638889,Germany,DEU,,,54.599540000000005,8.93573,Sophien-Magdalenen-Koog,10419
Clinchco,Dickenson,40000235,2015-04-14,380000,gray,5,2,2,False,0,3,7,2130,8428,2130,0,2013,0,10.533683981990741,USA,USA,Virginia,VA,37.140581,-82.342476,,20744
Cedar City,Iron,7504101230,2014-06-23,675000,green,4,2,2,False,0,3,9,2810,11120,2810,0,1982,0,-1.8513486332060192,USA,USA,Utah,UT,37.689544,-113.07451299999998,,14150
Berlin,,2597530070,2015-03-18,850000,light pink,3,2,2,False,0,3,10,2940,10809,2940,0,1992,0,7.273093085925924,Germany,DEU,,,50.91212,6.15217,Blaustein,13566
Toronto,,7768800290,2015-03-04,855000,yelow,4,3,2,False,0,3,9,2890,5911,2370,520,2014,0,3.6341153553819434,Canada,CAN,,,51.66645,-65.11461,Lac Chéron,J9Z 2J7
Maryville,Blount,7308600050,2014-09-09,738515,Null,5,2,2,False,0,3,9,3360,9200,3360,0,2014,0,-0.7883466523958333,USA,USA,Tennessee,TN,35.782449,-83.914541,,21206
Unionville,Putnam,1025079086,2014-08-20,365000,gray,2,1,1,False,0,3,6,960,223898,960,0,1985,0,-0.4860028861574074,USA,USA,Missouri,MO,40.481464,-92.995094,,30269
Berlin,,3426059050,2014-05-20,315000,yelow,2,1,1,False,0,3,6,790,6969,790,0,1955,1984,4.409865407951389,Germany,DEU,,,,,,
Moncton,,3010300415,2015-02-11,383000,,5,2,1,False,0,4,8,2280,5750,1140,1140,1951,0,7.107001164259258,Canada,CAN,,,46.833420000000004,-64.98203000000001,Claire-Fontaine,J0E 1S7
Toronto,,7856000150,2014-06-09,852500,light gray,3,2,1,False,0,4,9,2630,10100,1580,1050,1967,0,9.842254527210647,Canada,CAN,,,51.39737,-90.73686,Munch Lake,Y1A 4E9
Pleasant Hope,Greene,5602000275,2014-08-25,259950,white,4,2,1,False,0,5,7,1540,10212,1540,0,1948,0,9.140168720578703,USA,USA,Missouri,MO,37.4615,-93.26173299999999,,07016
West Chatham,Barnstable,5249801440,2014-12-16,250000,yelow,3,1,1,False,0,3,7,1660,7650,1350,310,1910,0,-1.831557435266204,USA,USA,Massachusetts,MA,41.681111,-69.991667,,48150
Berlin,,1778350160,2014-07-10,847700,yelow,5,3,2,False,0,3,10,4230,10260,3860,370,1996,0,7.675262171296296,Germany,DEU,,,48.37986,10.354439999999999,Reifertsweiler,34423
Berlin,,6413100311,2014-06-03,390000,white,3,2,1,False,0,5,7,1080,7236,1080,0,1947,0,0.2945760233564815,Germany,DEU,,,48.618179999999995,12.69015,Leithn,24672
Toronto,,1233100351,2014-12-11,305000,white,3,1,1,False,0,2,7,1150,9048,1150,0,1922,0,9.220354602592593,Canada,CAN,,,58.68444,-78.04472,Lac Tasikutaaq,J0X 5G8
Regina,,809001965,2014-07-29,707000,white,3,1,2,False,0,3,8,1980,4000,1980,0,1919,0,2.8156180655671297,Canada,CAN,,,54.06672,-103.06711,Ferguson Lake,C1B 2Y7
Whitehorse,,226039075,2014-05-06,655500,white,4,3,2,False,0,3,8,3380,8330,3380,0,2000,0,10.114006542210651,Canada,CAN,,,63.045840000000005,-138.94728,Agate Creek,K4P 0E7
Halifax,,7202290650,2014-12-30,620000,gray,4,2,2,False,0,3,7,3040,9606,3040,0,2003,0,2.134438125636574,Canada,CAN,,,44.19035,-65.12905,Lake Rossignol,J1X 3Y1
Toronto,,3278613210,2014-07-28,358990,light pink,3,3,2,False,0,3,7,1710,2171,1400,310,2014,0,1.4585494499189808,Canada,CAN,,,45.1834,-80.13297,Bull Rock,L9H 7R1
Jachin,Choctaw,4217400305,2015-03-31,1295000,black,4,2,2,False,0,4,8,3070,4000,2070,1000,1940,0,2.8374666560069435,USA,USA,Alabama,AL,32.244174,-88.233356,,55406
Thibodaux,Lafourche,5249804560,2014-08-18,510000,light blue,4,1,1,False,1,3,6,1060,7200,880,180,1925,0,-0.5229827162962962,USA,USA,Louisiana,LA,29.799213,-90.809605,,60010
Ellenburg Center,Clinton,3222069153,2014-10-24,286900,white,3,2,1,False,0,4,7,1720,17235,1440,280,1974,0,3.898343018645833,USA,USA,New York,NY,44.844353000000005,-73.868546,,08050
Berlin,,6065300570,2014-06-24,1250000,black,4,2,1,False,0,5,9,3220,15600,1680,1540,1973,0,-0.4237254006018518,Germany,DEU,,,53.4292,10.68305,Schwanheide,88624
Scammon,Cherokee,8562901910,2014-07-30,815000,yelow,3,2,2,False,0,4,8,2590,21494,2590,0,1991,0,5.044892858923611,USA,USA,Kansas,KS,37.271102,-94.851961,,23451
Cologne,Carver,7893206095,2014-07-16,181100,yelow,4,1,1,False,0,3,7,1850,7500,1850,0,1954,0,5.136487298923611,USA,USA,Minnesota,MN,44.764590999999996,-93.798249,,23834
Toronto,,8682300400,2014-06-19,728050,light pink,3,2,1,False,0,3,8,2320,6775,2320,0,2008,0,10.73336110270833,Canada,CAN,,,45.46682,-77.59949,Yantha Mountain,S9X 8S2
Shandon,San Luis Obispo,6817800840,2015-03-25,440000,white,2,1,1,False,0,3,7,1330,15873,900,430,1984,0,4.342379792268519,USA,USA,California,CA,35.651272999999996,-120.372047,,26301
Dawson_Creek,,3797000205,2014-09-24,444000,light blue,3,2,2,False,0,3,8,1460,2610,1460,0,1987,0,1.132329131168981,Canada,CAN,,,55.38315,-122.46975,Isabella Creek,E3N 4E2
Berlin,,2436200200,2014-07-01,1110000,yelow,5,3,2,False,0,4,8,3350,4000,2510,840,1997,0,-2.9324669660069436,Germany,DEU,,,51.0596,11.80012,Aue,67337
Vancouver,,8608900205,2015-04-03,565500,light blue,3,1,1,False,0,5,7,1780,5850,980,800,1944,0,-0.798225529386574,Canada,CAN,,,54.588609999999996,-123.35111,Kaminski Lake,J0J 7T2
Edmonton,,164000261,2014-05-21,700000,blue,4,3,2,False,0,3,9,2780,7875,2780,0,2006,0,-0.1505347737615741,Canada,CAN,,,49.63319,-116.65217,Sphinx Mountain,E6J 7G1
Toronto,,9161100730,2014-07-01,620000,Null,4,3,1,False,0,5,7,2130,6325,1440,690,1948,0,3.6493695719907415,Canada,CAN,,,45.4804,-75.689,Comfort Inn Gatineau,T1S 0K4
Moncton,,7853370260,2014-07-11,635000,light gray,4,3,2,False,2,3,9,3420,6752,3030,390,2012,0,2.246438598622685,Canada,CAN,,,44.695029999999996,-66.86811,Dwellys Cove,P0P 5H3
Berlin,,5104510720,2014-12-10,360000,light pink,4,2,2,False,0,3,8,2000,5500,2000,0,2003,0,10.626201884560189,Germany,DEU,,,50.73368,7.10803,Ameron Hotel Koenigshof,59700
Toronto,,8924100430,2014-12-24,500000,pink,2,1,1,False,2,3,7,1440,7130,1210,230,1948,0,10.08375440887732,Canada,CAN,,,48.6334,-86.26661,Black River,T8N 4V4
Gate City,Scott,1826049442,2015-03-10,441000,gray,3,2,1,False,0,3,8,1890,11036,1460,430,1973,0,3.0426315764699066,USA,USA,Virginia,VA,36.646026,-82.611179,,54481
Milligan College,Carter,7883607645,2014-06-02,155000,yelow,1,1,1,False,0,3,6,720,6000,720,0,1940,0,-1.4847527082754632,USA,USA,Tennessee,TN,36.3,-82.294167,,60030
Iqaluit,,9523100712,2014-06-18,65000000,blue,2,2,3,False,0,3,8,1430,923,1410,20,2008,0,10.041063993715278,Canada,CAN,,,62.60055,-69.39793,Carew Bay,G6E 0K0
Halifax,,2926049504,2015-04-02,500000,light blue,3,2,1,False,0,3,8,1700,9008,1340,360,1985,0,5.819130820046297,Canada,CAN,,,47.41684,-61.76526,District électoral de Dune-du-Sud,L3V 7E1
Manlius,Bureau,723049274,2015-04-17,330000,white,3,1,1,False,0,3,7,1250,8100,1250,0,1951,2004,7.365623223981483,USA,USA,Illinois,IL,41.456389,-89.66888900000001,,99337
Berlin,,8928100125,2014-10-28,550000,white,4,2,1,False,0,3,7,1690,6090,1400,290,1945,0,9.515315394097222,Germany,DEU,,,49.539609999999996,12.1454,Bahnhof Wernberg,96417
Toronto,,1525069088,2015-05-04,442500,white,5,3,2,False,0,3,8,4240,226097,3410,830,1980,0,0.2256224046875,Canada,CAN,,,47.636179999999996,-74.42625,Lac de la Couronne,G5J 0L4
Englewood,Bergen,1320069223,2014-06-24,358000,light blue,3,1,1,False,0,5,7,1810,100188,1810,0,1969,0,3.7178457212152787,USA,USA,New Jersey,NJ,40.894251000000004,-73.977182,,31601
Regina,,8562770050,2014-05-27,627000,light blue,3,3,2,False,0,3,8,2710,3475,1650,1060,2005,0,8.480633474606481,Canada,CAN,,,55.70008000000001,-103.3504,Connor Lake,K7C 1N9
Toronto,,100300500,2014-11-21,333000,light blue,3,2,2,False,0,3,7,1520,3041,1520,0,2009,0,4.017679068298611,Canada,CAN,,,46.397220000000004,-75.61806,Lac Castor,E3E 5J6
Mayfield,Fulton,2726059100,2014-09-09,950000,white,4,3,2,False,0,2,10,2980,44431,2640,340,1981,0,6.328422235347222,USA,USA,New York,NY,43.141133,-74.24439699999999,,08520
Gardners,Adams,9253900417,2015-01-28,1600000,Null,3,2,1,True,4,3,10,2850,19593,1790,1060,1978,0,10.43900762045139,USA,USA,Pennsylvania,PA,40.042759000000004,-77.187725,,11791
Berlin,,5700001920,2015-02-19,877500,light blue,4,2,2,False,0,4,8,3060,8000,2040,1020,1922,0,-2.1523403856134258,Germany,DEU,,,51.152770000000004,9.99617,Reichensachsen,88712
Toronto,,1438000430,2014-10-06,459995,gray,4,2,2,False,0,3,8,2350,3760,2350,0,2014,0,3.790693224525463,Canada,CAN,,,46.80083,-76.07528,Lac Ratafia,L4K 9V7
Toronto,,9414610020,2014-06-18,574950,yelow,5,3,2,False,0,4,8,3160,10000,3160,0,1980,0,7.556895979351852,Canada,CAN,,,,,,
Winnipeg,,6052400175,2014-06-23,446000,gray,2,1,1,False,1,4,7,2550,21675,1610,940,1958,0,-0.5831772018518518,Canada,CAN,,,54.022259999999996,-97.75199,Norway House 17,J8H 6P2
Toronto,,4039300490,2014-06-03,400000,light blue,3,1,1,False,0,4,7,1200,4800,1200,0,1962,0,-2.0486608562037043,Canada,CAN,,,47.86417,-78.98639,Lac Gros-Johnny,H5B 2H7
Berlin,,1321720160,2015-01-02,510000,gray,4,3,2,False,0,3,10,3610,18948,3610,0,1993,0,-0.9144632620486112,Germany,DEU,,,50.81989,11.208110000000001,Mohrental,28137
Toronto,,8892900180,2014-06-17,250000,light gray,3,1,1,False,0,3,7,1160,6134,1160,0,1998,0,1.4259215428125,Canada,CAN,,,47.03972,-76.98889,Lac Fablier,K2S 8G6
Moraga,Contra Costa,239000115,2015-04-08,535000,black,2,1,1,False,0,3,7,2330,7280,1450,880,1982,0,-2.2204904472569438,USA,USA,California,CA,37.843653,-122.12418500000001,,94603
Marianna,Jackson,2596400050,2014-07-30,375000,yelow,3,1,1,False,0,4,7,1960,7955,1260,700,1963,0,5.507475314756943,USA,USA,Florida,FL,30.758587,-85.22936700000001,,02155
Unionville,Monroe,3313600340,2014-06-16,183000,Null,3,1,1,False,0,4,6,1070,8100,1070,0,1957,0,1.900267646770833,USA,USA,Indiana,IN,39.251396,-86.418947,,95050
Rombauer,Butler,5605000590,2014-12-15,975000,white,4,2,1,False,0,4,9,3020,4950,2020,1000,1921,0,-1.6690565668171298,USA,USA,Missouri,MO,36.843056,-90.28,,48310
St_Johns,,3904930730,2014-11-05,496600,light gray,3,2,2,False,0,3,8,1910,5562,1910,0,1988,0,1.8773145470833332,Canada,CAN,,,49.41665,-55.698190000000004,Beaver Bight,J6N 0J6
Berlin,,2655500241,2014-08-14,1699000,black,3,3,3,False,2,3,12,4160,35153,3690,470,2001,0,7.595633946053241,Germany,DEU,,,48.75517,10.66971,Mauren,33156
Apache,Caddo,2419600075,2014-12-01,465000,gray,3,1,1,False,0,3,7,1480,6360,1480,0,1954,0,10.47977772809028,USA,USA,Oklahoma,OK,34.903376,-98.369483,,14120
Berlin,,3876100310,2014-07-11,405000,light blue,3,1,1,False,0,3,7,1600,7500,1600,0,1966,0,-0.701701843599537,Germany,DEU,,,51.97917,8.98424,Dalborn,83690
Berlin,,4039700090,2014-09-23,643403,white,3,2,1,False,0,4,9,2350,9648,2350,0,1966,0,0.2977454866435185,Germany,DEU,,,49.35524,7.66218,Ameisenkopf,54597
Marble Falls,Burnet,9542300430,2015-03-31,833000,light pink,4,1,1,False,0,3,9,2260,12238,2260,0,1967,0,7.919766074224538,USA,USA,Texas,TX,30.57228,-98.30699200000001,,11530
Ramsey,Bergen,5141000685,2014-10-21,320000,white,4,1,1,False,0,4,6,1660,6200,830,830,1948,0,-2.155676678622685,USA,USA,New Jersey,NJ,41.057743,-74.144467,,06776
Hughesville,Lycoming,2111000580,2014-05-21,299900,Null,3,2,2,False,0,3,7,2720,6014,2720,0,2002,0,10.04660573773148,USA,USA,Pennsylvania,PA,41.255952,-76.71410999999999,,19111
Pinehurst,Dooly,1453602309,2014-08-05,288000,black,0,1,3,False,0,3,7,1430,1650,1430,0,0,0,3.35702853400463,USA,USA,Georgia,GA,32.196692,-83.720853,,06492
Eek,Bethel,6132600315,2014-08-27,375000,gray,1,1,1,False,0,3,6,1090,5250,980,110,1927,0,8.785461065555555,USA,USA,Alaska,AK,60.215058,-162.032341,,02760
Berlin,,6446200175,2014-09-16,735000,light pink,3,2,1,False,0,5,8,3020,50800,1510,1510,1968,0,0.3935408334027778,Germany,DEU,,,48.89573,9.186060000000001,Best Western Hotel Favorit,74136
Toronto,,2781250530,2014-08-12,225000,light gray,2,2,2,False,0,3,6,1360,2693,1360,0,2003,0,8.135302215208334,Canada,CAN,,,48.5334,-88.91679,Crystal Beach,P1L 1S6
Berlin,,1193000390,2014-06-20,1300000,white,5,4,2,False,2,3,8,3366,7800,2966,400,1937,0,7.890316721203704,Germany,DEU,,,49.551590000000004,10.04393,Baldersheim,61922
Berlin,,984000450,2014-12-01,260000,yelow,3,2,1,False,0,3,7,1850,7875,1250,600,1968,0,4.815292941574074,Germany,DEU,,,47.707209999999996,8.12316,Schlageten,90762
Berlin,,2138800060,2015-03-04,490000,gray,3,1,1,False,0,3,7,1770,7508,1270,500,1962,0,-0.5097625678240739,Germany,DEU,,,53.1429,12.937289999999999,Beerenbusch,51046
Berlin,,1545804510,2014-05-12,302000,light gray,5,2,2,False,0,3,7,2180,7813,2180,0,1986,0,3.3717858973611112,Germany,DEU,,,48.41235,12.332930000000001,Trauterfing,46230
Safety Harbor,Pinellas,806800110,2014-08-01,275000,white,3,2,2,False,0,3,7,3020,5868,3020,0,2003,0,4.580433162673611,USA,USA,Florida,FL,28.009608,-82.696658,,55912
Berlin,,3575302245,2015-04-23,500000,white,3,3,2,False,0,3,8,2150,4368,1610,540,1998,0,7.874886612083333,Germany,DEU,,,50.02541,11.49132,Hornungsreuth,79881
Pine Island,Goodhue,3101500090,2014-10-17,400000,gray,4,1,1,False,0,3,6,2320,4000,1310,1010,1921,0,1.5408628668055557,USA,USA,Minnesota,MN,44.211009000000004,-92.66134699999999,,44077
Palacios,Matagorda,993001330,2014-05-05,406100,white,3,2,3,False,0,3,8,1410,1332,1410,0,2005,0,0.7114194724189815,USA,USA,Texas,TX,28.715040000000002,-96.215439,,47130
